Genesis	ᎼᏏ ᎢᎬᏱᏱ ᎤᏬᏪᎳᏅᎯ
Esau said to his father, "Have you but one blessing, my father? Bless me, even me also, my father." Esau lifted up his voice, and wept.	ᎢᏐᏃ ᎯᎠ ᏄᏪᏎᎴ ᎤᏙᏓ, ᎡᏙᏓ, ᏌᏉᏉᏍᎪ ᏣᎮ ᎣᏍᏛ ᏣᏓᏁᏤᏗ ᎨᏒᎢ? ᎠᏴ ᎾᏍᏉ ᎣᏍᏛ ᏍᎩᏁᏥ ᎡᏙᏓ. ᎢᏐᏃ ᎠᏍᏓᏯ ᏚᏠᏱᎴᎢ.
Isaac his father answered him, "Behold, of the fatness of the earth will be your dwelling, and of the dew of the sky from above.	ᎤᏙᏓᏃ ᎡᏏᎩ ᎤᏁᏤ ᎯᎠ ᏄᏪᏎᎴᎢ, ᎬᏂᏳᏉ ᎦᏙᎯ ᎦᎵᏦᏅ ᎮᎮᏍᏗ, ᎠᎴ ᎦᎸᎳᏗ ᏅᏓᏳᏓᎴᏅᎯ ᎠᎯᏌᏛᏍᎬᎢ.
By your sword will you live, and you will serve your brother. It will happen, when you will break loose, that you shall shake his yoke from off your neck."	ᎠᎴ ᎠᏰ ᎳᏍᏗ-ᎦᏅᎯᏛ ᎲᏗᏍ ᏣᏛᏂᏘᏍᏙᏕᏍᏗ, ᎠᎴ ᎡᎶᏅᏟ ᏕᎯᏯᏁᎶᏕᏍᏗ; ᎯᎠᏃ ᏅᏓᎦᎵᏍᏔᏂ, ᎾᏍᎩ ᎿᏉ ᏂᎯ ᎯᏯᏓᎵᏁᎯᏕᎸᎭ, ᏙᏘᏍᏆᎵᏎᎵ ᏣᎩᎳᎾᎳᏗᏍᏛᎢ.
Esau hated Jacob because of the blessing with which his father blessed him. Esau said in his heart, "The days of mourning for my father are at hand. Then I will kill my brother Jacob."	ᎢᏐᏃ ᎦᏂᏆᏘᎮ ᏤᎦᏈ, ᏅᏗᎦᎵᏍᏙᏗᏍᎨ ᎣᏍᏛ ᎤᏓᏁᏤᏗ ᎨᏒ ᎤᏙᏓ ᎾᏍᎩ ᎣᏍᏛ ᎤᏁᏤᎸᎢ; ᎢᏐᏃ ᎯᎠ ᏄᏪᏎ ᏧᏓᏅᏛᎢ, ᎡᏙᏓ ᎠᏍᎪᏂᏍᏗ ᎨᏒ ᎿᏉ ᎤᏍᏆᎸᎯᏗ; ᎾᎯᏳᏃ ᏓᏥᎵ ᎥᎩᏅᏟ ᏤᎦᏈ.
The words of Esau, her elder son, were told to Rebekah. She sent and called Jacob, her younger son, and said to him, "Behold, your brother Esau comforts himself about you by planning to kill you.	ᎵᏇᎩᏃ ᎠᏥᏃᏁᎴ ᎾᏍᎩ ᎯᎠ ᏄᏪᏒ ᎢᏐ ᎾᏍᎩ ᎤᏓᏂᎵᎨ ᎤᏪᏥ, ᎤᏓᏅᏎᏃ ᎠᎴ ᏭᏯᏅᎮ ᎣᏂ ᎡᎯ ᎤᏪᏥ ᏤᎦᏈ, ᎠᎴ ᎯᎠ ᏄᏪᏎᎴᎢ, ᎬᏂᏳᏉ ᎡᎶᏂᎵ ᎢᏐ, ᎤᏩᏒ ᎠᏓᎧᎵᏍᏓᏗᏍᏙᏗᎭ ᏂᎯ ᏣᎯᏍᏗᏱ ᎠᎥᏖᏍᎬᎢ.
Now therefore, my son, obey my voice. Arise, flee to Laban, my brother, in Haran.	ᎾᏍᎩ ᎢᏳᏍᏗ ᎠᏇᏥ, ᎰᎯᏳᎲᎦ ᏥᏁᎬᎢ, ᎠᎴ ᏔᎴᎲᎦ, ᎭᎵᏘ ᎴᏆᏂ ᎥᎩᏙ ᏤᎲ ᎮᎳᏂᏱ ᏫᎶᎯ.
Stay with him a few days, until your brother's fury turns away;	ᎢᎸᏍᎩᏃ ᏧᏒᎯᏛ ᏫᏯᏕᎥᏏ, ᎡᏣᏂᎵ ᎤᏔᎳᏬᏍᎬ ᎬᏂ ᎦᎶᏐᏅᎭ.
until your brother's anger turn away from you, and he forgets what you have done to him. Then I will send, and get you from there. Why should I be bereaved of you both in one day?"	ᎬᏂ ᎡᎶᏂᎵ ᏣᏍᎦᎬ ᎦᎶᏐᏅᎭ, ᎠᎴ ᎤᏩᎨᏫᏒᎭ ᏂᎯ ᏂᏴᏁᎸᎢ; ᎿᏉᏃ ᎦᏓᏅᏒᎭ, ᎠᎴ ᎾᎿ ᏫᎬᏯᏅᎲᎭ; ᎦᏙᏃ ᎢᏧᎳ ᏌᏉ ᎢᎦ ᏱᏍᏛᎪᏁᎶᏨ?
Rebekah said to Isaac, "I am weary of my life because of the daughters of Heth. If Jacob takes a wife of the daughters of Heth, such as these, of the daughters of the land, what good will my life do me?"	ᎵᏇᎩᏃ ᎯᎠ ᏄᏪᏎᎴ ᎡᏏᎩ, ᏓᎩᏯᏪᎦᏉ ᎨᎥᎢ ᏅᏗᎦᎵᏍᏙᏗᎭ ᎠᏂᎨᏴ ᎮᏗ ᏧᏪᏥ; ᎢᏳᏃ ᏤᎦᏈ ᎩᎶ ᎯᎠ ᎮᏗ ᏧᏪᏥ ᏳᏓᏰᏅ, ᎾᏍᎩ ᎯᎠ ᏥᏄᎾᏍᏗᏉ ᎡᏍᎦᏂ ᏣᏁᎭ, ᎦᏙ ᎠᏋᏙᏗ ᏱᎩ ᎨᎥᎢ.
Chapter 28	ᎠᏯᏙᎸᎢ 28
Isaac called Jacob, blessed him, and commanded him, "You shall not take a wife of the daughters of Canaan.	ᎡᏏᎩᏃ ᏭᏯᏅᎮ ᏤᎦᏈ, ᎠᎴ ᎣᏍᏛ ᎤᏁᏤᎴᎢ, ᎠᎴ ᎤᏁᏤᎴᎢ, ᎯᎠ ᏄᏪᏎᎴᎢ, ᏞᏍᏗ ᎨᎾᏂ ᏧᏪᏥ ᎠᏁᎲ ᎩᎶ ᏣᏓᏴᏒᎩ.
Arise, go to Paddan Aram, to the house of Bethuel your mother's father. Take a wife from there from the daughters of Laban, your mother's brother.	ᏔᎴᎲᎦ ᏇᏓᏁᎳᎻ ᏫᎶᎯ, ᏇᏚᎡᎵ ᏗᎦᏁᎸᎢ, ᎾᏍᎩ ᏣᏥ ᎤᏙᏓ; ᎠᎴ ᎾᎿ ᎯᏯᏅᎲᎭ ᏣᏓᎵᎢ, ᎠᏁᎲ ᏧᏪᏥ ᎴᏆᏂ ᎾᏍᎩ ᏣᏥ ᎤᏙᏓ.
May God Almighty bless you, and make you fruitful, and multiply you, that you may be a company of peoples,	ᎠᎴ ᎤᏁᎳᏅᎯ ᏫᎾᏍᏛᎾ ᎤᎵᏂᎩᏛ ᏥᎩ, ᎾᏍᎩ ᎣᏍᏛ ᏣᏁᏤᎸᎭ, ᎠᎴ ᏣᏁᏉᏣᏘ ᏂᏨᏁᎸᎭ, ᎠᎴ ᏣᏁᏉᎢᎶᎥᎭ, ᎾᏍᎩᏃ ᏂᎯ ᎤᏂᏣᏘ ᎤᎾᏓᏤᎵᏛ ᏴᏫ ᎿᎵᏍᏗᏍᎨᏍᏗ;
and give you the blessing of Abraham, to you, and to your seed with you, that you may inherit the land where you travel, which God gave to Abraham."	ᎠᎴ ᏣᏁᎸᎭ ᎡᏆᎭᎻ ᎤᏤᎵᎦ ᎣᏍᏛ ᎤᏁᏤᏗ ᎨᏒᎢ, ᏂᎯ ᎠᎴ ᏂᎯ ᏣᏁᏢᏔᏅᎯ; ᎾᏍᎩᏃ ᏣᏤᎵ ᏂᎦᎵᏍᏔᏅᎭ ᎦᏙᎯ ᎾᎿ ᎮᏙᎯ ᏥᎩ, ᎾᏍᎩ ᎤᏁᎳᏅᎯ ᏧᏁᎴ ᎡᏆᎭᎻ.
Isaac sent Jacob away. He went to Paddan Aram to Laban, son of Bethuel the Syrian, Rebekah's brother, Jacob's and Esau's mother.	ᎡᏍᏗᎩᏃ ᎤᏂᎩᏍᏔᏁ ᏤᎦᏈ; ᏇᏓᏁᎳᎻ ᏭᎶᏎ ᎴᏆᏂ ᏤᎲᎢ, ᎾᏍᎩ ᏇᏚᎡᎵ ᏏᎵᏱ ᎡᎯ ᎤᏪᏥ, ᎵᏇᎩ ᎤᏙ, ᎾᏍᎩ ᏤᎦᏈ ᎠᎴ ᎢᏐ ᎤᏂᏥ.
Now Esau saw that Isaac had blessed Jacob and sent him away to Paddan Aram, to take him a wife from there, and that as he blessed him he gave him a command, saying, "You shall not take a wife of the daughters of Canaan,"	ᎢᏐᏃ ᎤᏙᎴᎰᏒ ᎡᏏᎩ ᎣᏍᏛ ᎤᏁᏤᎸ ᏤᎦᏈ, ᎠᎴ ᏇᏓᏁᎳᎻ ᎤᏂᎩᏍᏔᏅᎢ, ᎾᎿ ᏭᏕᏒᎲᏍᏗᏱ; ᎠᎴ ᎾᏍᎩ ᎣᏍᏛ ᎤᏁᏤᎸ ᎯᎠ ᏄᏪᏎᎸᎢ ᎤᏁᏤᎸᎢ, ᎥᏞᏍᏗ ᎨᎾᏂ ᏧᏪᏥ ᎩᎶ ᏣᏓᏴᏒᎩ;
and that Jacob obeyed his father and his mother, and was gone to Paddan Aram.	ᎠᎴᏃ ᏤᎦᏈ ᏚᏬᎯᏳᏅ ᎤᏙᏓ ᎠᎴ ᎤᏥ, ᎠᎴ ᏇᏓᏁᎳᎻ ᏭᎶᏒᎢ.
Esau saw that the daughters of Canaan didn't please Isaac, his father.	ᎢᏐᏃ ᎤᏙᎴᎰᏒ ᎨᎾᏂ ᏧᏪᏥ ᎡᏍᎦ ᏓᏰᎸᏍᎬ ᎤᏙᏓ ᎡᏏᎩ;
Esau went to Ishmael, and took, besides the wives that he had, Mahalath the daughter of Ishmael, Abraham's son, the sister of Nebaioth, to be his wife.	ᎢᏐ ᎿᏉ ᎢᏏᎺᎵᏱ ᏭᎶᏎᎢ, ᎠᎴ ᎾᏍᎩ ᏓᏓᏰᎲ ᎤᏁᏉᎡ ᎤᏓᏴᏎ ᎺᎮᎳ, ᏁᏆᏲ ᎤᏙ, ᎢᏏᎺᎵ ᎤᏪᏥ, ᎾᏍᎩ ᎡᏆᎭᎻ ᎤᏪᏥ.
Jacob went out from Beersheba, and went toward Haran.	ᏤᎦᏈᏃ ᎤᏂᎩᏎ ᏈᏯᏏᏱᏆ, ᎠᎴ ᎮᎳᏂ ᎢᏗᏢ ᏭᎶᏎᎢ.
He came to a certain place, and stayed there all night, because the sun had set. He took one of the stones of the place, and put it under his head, and lay down in that place to sleep.	ᎢᎸᎯᏢᏃ ᎢᏴᏛ ᏭᎷᏤᎢ, ᎠᎴ ᎾᎿ ᎤᏒᎴᎢ, ᏅᏗᎦᎵᏍᏙᏍᏙᏗᏍᎨ ᏅᏙ ᏭᏕᎵᏨᎢ; ᏅᏯᏃ ᎾᎿ ᎠᏂᎳᎨᏴ ᎤᎩᏎ ᎠᎴ ᎤᏓᏍᏔᏁᎢ; ᎠᎴ ᎾᎿ ᎤᏂᏏᏁᎢ.
He dreamed. Behold, a stairway set upon the earth, and its top reached to heaven. Behold, the angels of God ascending and descending on it.	ᎤᏍᎩᏓᏎᏃ, ᎠᎴ ᎬᏂᏳᏉ ᎡᎶᎯ ᎠᏴᏯᏞᎢ, ᎦᎸᎳᏗᏃ ᎢᏴᏛ ᏭᎵᏍᏖᎢ; ᎠᎴ ᎬᏂᏳᏉ ᏗᏂᎧᎿᏩᏗᏙᎯ ᎤᏁᎳᏅᎯ ᏧᏤᎵᎦ ᎾᎿ ᎠᎾᎩᎳᏫᏍᏗᏍᎨᎢ, ᎠᎴ ᎠᎾᏠᎠᎯᏍᏗᏍᎨᎢ.
Behold, Yahweh stood above it, and said, "I am Yahweh, the God of Abraham your father, and the God of Isaac. The land whereon you lie, to you will I give it, and to your seed.	ᎠᎴ ᎬᏂᏳᏉ ᏱᎰᏩ ᎾᎿ ᎦᎸᎳᏗᏢ ᏗᎦᏙᎨᎢ; ᎠᎴ ᎯᎠ ᏄᏪᏎᎢ, ᎠᏴ ᏱᎰᏩ ᎤᏁᎳᏅᎯ ᎡᏆᎭᎻ ᏣᏙᏓ ᎤᏤᎵᎦ, ᎠᎴ ᎤᏁᎳᏅᎯ ᎡᏏᎩ ᎤᏤᎵᎦ; ᎦᏙᎯ ᎾᎿ ᏥᏅᎦ, ᏂᎯ ᏓᎬᏁᎵ, ᎠᎴ ᏂᎯ ᏣᏁᏢᏔᏅᎯ.
Your seed will be as the dust of the earth, and you will spread abroad to the west, and to the east, and to the north, and to the south. In you and in your seed will all the families of the earth be blessed.	ᎠᎴ ᏂᎯ ᏣᏁᏢᏔᏅᎯ ᎦᏓ ᎡᎶᎯ ᎦᎳᎨᏴ ᎾᏍᎩᏯ ᏄᎾᏍᏕᏍᏗ, ᎠᎴ ᏗᏰᎵᏏ ᏭᏕᎵᎬ ᎢᏗᏢ, ᎠᎴ ᏗᎧᎸᎬ ᎢᏗᏢ, ᎠᎴ ᏧᏴᏢ ᎢᏗᏢ, ᎠᎴ ᏧᎦᎾᏮ ᎢᏗᏢ; ᎠᎴ ᏂᎯ ᎨᏒ, ᎠᎴ ᏂᎯ ᏣᏁᏢᏔᏅᎯ ᎨᏒ ᏅᏓᎦᎵᏍᏙᏔᏂ ᏂᎦᏗᏳ ᏗᏂᎳᏍᏓᎳᏩᏗᏒ ᎡᎶᎯ ᎣᏏᏳ ᎢᏳᎾᎵᏍᏓᏁᏗ ᎨᏎᏍᏗ.
Behold, I am with you, and will keep you, wherever you go, and will bring you again into this land. For I will not leave you, until I have done that which I have spoken of to you."	ᎠᎴ ᎬᏂᏳᏉ ᎠᏴ ᏕᎬᎦᎿᏩᏗᏙᎭ, ᎠᎴ ᏓᎬᏍᏆᏂᎪᏔᏂ ᏂᎦᎥ ᏂᏣᏛᎿᏕᎬᎢ, ᎠᎴ ᏔᎵᏁ ᎠᏂ ᎦᏙᎯ ᏛᎬᏯᏘᏃᎵ; ᎥᏝᏰᏃ ᏴᎦᎬᏴᏕᎩ ᎬᏂ ᏂᎦᏛᏁᎸ ᎾᏍᎩ ᏥᎬᏁᎢᏍᏓᏏ.
Jacob awakened out of his sleep, and he said, "Surely Yahweh is in this place, and I didn't know it."	ᏤᎦᏈᏃ ᎤᏰᏤ ᎦᎵᎲᎢ, ᎠᎴ ᎯᎠ ᏄᏪᏎᎢ, ᎤᏙᎯᏳᎯᏯ ᏱᎰᏩ ᎠᏂ ᎡᎭ; ᎠᎴ ᎥᏝ ᏱᏥᎦᏔᎮᎢ.
He was afraid, and said, "How dreadful is this place! This is none other than God's house, and this is the gate of heaven."	ᎤᏍᎦᎴᏃ, ᎠᎴ ᎯᎠ ᏄᏪᏎᎢ, ᏂᎦᎥ ᎤᎾᏰᎯᏍᏗ ᎯᎠ ᎠᏂ? ᎯᎠᏰᏃ ᎤᏙᎯᏳᎯᏯ ᎤᏁᎳᏅᎯ ᎦᏁᎸᎢ, ᎠᎴ ᎯᎠ ᎦᎸᎳᏗ ᏫᎦᎾᏄᎪᎩ ᎦᎶᎯᏍᏗᏱ.
Jacob rose up early in the morning, and took the stone that he had put under his head, and set it up for a pillar, and poured oil on its top.	ᏤᎦᏈᏃ ᏑᎾᎴᏉ ᎤᏗᏛᎮᎢ, ᏅᏯᏃ ᎤᏓᏍᏔᏅᎯ ᎤᎩᏎᎢ, ᎠᎴ ᎤᏪᏘᏁᎢ, ᎠᎴ ᎪᎢ ᎤᏍᎪᎵ ᎤᏍᏚᏞᎢ.
He called the name of that place Bethel, but the name of the city was Luz at the first.	ᎾᎿᏃ ᏇᏕᎵ ᏚᏬᎡᎢ; ᎢᎬᏱᏱᏍᎩᏂ ᎳᏏ ᏚᏙᎡ ᎾᎿ ᎦᏚᎲᎢ.
Jacob vowed a vow, saying, "If God will be with me, and will keep me in this way that I go, and will give me bread to eat, and clothing to put on,	ᏤᎦᏈᏃ ᎤᏁᎳᏅᎯ ᎤᏁᏤᎴ ᎯᎠ ᏄᏪᏎᎢ, ᎢᏳᏃ ᎤᏁᎳᏅᎯ ᎯᏓᎩᎧᎿᏩᏗᏙᎸ, ᎠᎴ ᏯᎩᏍᏆᏂᎪᏔᏅ ᎯᎠ ᎠᏂ ᏫᏥᎦᏛᎢ, ᎠᎴ ᎦᏚ ᎠᏆᎵᏍᏓᏴᏗ ᏯᎩᏁᎭ, ᎠᎴ ᏗᏄᏬ ᏗᏆᏄᏬᏍᏗ ᏱᏓᎩᏅᏁᎭ,
so that I come again to my father's house in peace, and Yahweh will be my God,	ᎾᏍᎩᏃ ᏅᏩᏙᎯᏯᏛ ᏮᎠᎩᎷᎯᏍᏗᏱ ᏱᏄᏩᏁᎸ ᎡᏙᏓ ᎦᏁᎸᎢ; ᎿᏉ ᏱᎰᏩ ᎠᏴ ᎠᏆᏁᎳᏅᎯ ᎨᏎᏍᏗ;
then this stone, which I have set up for a pillar, will be God's house. Of all that you will give me I will surely give the tenth to you."	ᎠᎴ ᎯᎠ ᎾᏍᎩ ᏅᏯ ᏥᎨᏛᎦ ᎤᏁᎳᏅᎯ ᎦᏁᎸ ᎨᏎᏍᏗ, ᏂᎦᏛᏃ ᏍᎩᏁᏗ ᎨᏒᎢ ᎠᏎ ᎠᏍᎪᎯᏁ ᎪᏣᎴᏛ ᎬᏁᏗ ᎨᏎᏍᏗ.
Chapter 29	ᎠᏯᏙᎸᎢ 29
Then Jacob went on his journey, and came to the land of the children of the east.	ᏤᎦᏈᏃ ᎤᏂᎩᏎᎢ, ᎠᎴ ᏭᎷᏤ ᏗᎧᎸᎬ ᎢᏗᏢ ᎠᏁᎯ ᏴᏫ ᎤᎾᏤᎵᎪᎯ.
He looked, and behold, a well in the field, and, behold, three flocks of sheep lying there by it. For out of that well they watered the flocks. The stone on the well's mouth was large.	ᏫᏚᎧᎿᏁᏃ, ᎠᎴ ᎬᏂᏳᏉ ᎢᎾᎨ ᎠᏔᎴᏎ ᎠᎹ ᎠᏢᏗᏱ, ᎠᎴ ᎬᏂᏳᏉ ᎾᎿ ᏦᎢ ᎢᏳᎾᏓᏡᎩ ᎠᏫ ᎠᏂᏅᏝᎡᎢ, ᎾᎿᏰᏃ ᎠᏔᎴᏒ ᏓᎾᏗᏔᏍᏗᏍᎨ ᎠᏫ; ᎠᎴ ᎡᏉᎯᏳ ᏅᏯ ᎠᎱᏢᏕ ᎠᏔᎴᏒᎢ.
There all the flocks were gathered. They rolled the stone from the well's mouth, and watered the sheep, and put the stone again on the well's mouth in its place.	ᎾᎿᏃ ᎠᏂᏟᏌᏂᎯᎮ ᏂᎦᏛ ᎠᏫ; ᎠᎴ ᎠᏂᏌᏆᎴᎯᎮ ᎠᏂᎲᏍᎨ ᏅᏯ ᎠᏔᎴᏒ ᎠᎱᏢᏛᎢ, ᎠᎴ ᏓᎾᏗᏔᏍᏗᏍᎨ ᎠᏫ; ᏟᏁᏃ ᏅᏯ ᎠᏂᎱᏢᏗᏍᎨ ᎠᏔᎴᏒᎢ, ᎠᏗᏱ ᎠᏂᎲᏍᎨᎢ.
Jacob said to them, "My relatives, where are you from?" They said, "We are from Haran."	ᏤᎦᏈᏃ ᎯᎠ ᏂᏚᏪᏎᎴᎢ, ᎢᏓᎵᏅᏟ, ᏎᏢ ᏗᏤᏅ? ᎯᎠᏃ ᏄᏂᏪᏎᎢ, ᎮᎳᏂᏱ ᏦᎨᏅ ᎠᏴ.
He said to them, "Do you know Laban, the son of Nahor?" They said, "We know him."	ᎯᎠᏃ ᏂᏚᏪᏎᎴᎢ, ᎡᏥᎦᏔᎭᏍᎪ ᎴᏆᏂ, ᏁᎰ ᎤᏪᏥ? ᎯᎠᏃ ᏄᏂᏪᏎᎢ, ᎣᏥᎦᏔᎭ.
He said to them, "Is it well with him?" They said, "It is well. See, Rachel, his daughter, is coming with the sheep."	ᎯᎠᏃ ᏂᏚᏪᏎᎴᎢ, ᏙᎯᏱᏉᏍᎪ ᏄᏛᏁᏕᎦ? ᎯᎠᏃ ᏄᏂᏪᏎᎢ, ᏙᎯᏱᏉ; ᎠᎴ ᎬᏂᏳᏉ ᎤᏪᏥ ᎴᏥᎵ ᏓᏯᎢ ᎠᏫ ᏙᏛᏘᏂ.
He said, "Behold, it is still the middle of the day, not time to gather the livestock together. Water the sheep, and go and feed them."	ᎯᎠᏃ ᏄᏪᏎᎢ, ᎬᏂᏳᏉ ᎠᏏ ᎦᎸᎳᏗᏳ ᏫᎧᎳ; ᎥᏝ ᎠᎴ ᎠᏏ ᏳᏍᏆᎸᎲ ᎦᎾᏝᎢ ᎦᏟᏐᏗᏱ; ᏗᏣᏗᏔᏍᏓ ᎠᏫ, ᎠᎴ ᏗᏣᏛᎿᏗᏍᏔᏄᎦ.
They said, "We can't, until all the flocks are gathered together, and they roll the stone from the well's mouth. Then we water the sheep."	ᎯᎠᏃ ᏄᏂᏪᏎᎢ, ᎥᏝ ᏰᎵᎦ ᎬᏂ ᏂᎦᏛ ᎠᏫ ᎠᏂᏟᏌᏃᏅᎭ, ᎠᎴ ᏅᏯ ᎠᏂᏌᏆᎴᎸ ᎠᏂᎲᏒ ᎠᎱᏝᎥ ᎠᏔᎴᏒᎢ; ᎩᎳ ᏙᏓᏲᏣᏗᏔᏍᏔ ᎠᏫ.
While he was yet speaking with them, Rachel came with her father's sheep, for she kept them.	ᎠᏏᏉᏃ ᏓᎵᏃᎮᏗᏍᎨᎢ, ᎴᏥᎵ ᎤᎷᏤ ᏚᏘᏃᎴ ᎠᏫ ᎤᏙᏓ ᏧᏤᎵᎦ; ᎾᏍᎩᏰᏃ ᏕᎬᎿᏗᏍᏗᏍᎨᎢ.
It happened, when Jacob saw Rachel the daughter of Laban, his mother's brother, and the sheep of Laban, his mother's brother, that Jacob went near, and rolled the stone from the well's mouth, and watered the flock of Laban his mother's brother.	ᎯᎠᏃ ᏄᎵᏍᏔᏁᎢ, ᏤᎦᏈ ᎤᎪᎲ ᎴᏥᎵ, ᎴᏆᏂ ᎤᏪᏥ, ᎾᏍᎩ ᎤᏥ ᎤᏙ, ᎠᎴ ᎠᏫ ᎴᏆᏂ ᏧᏤᎵᎦ ᎾᏍᎩ ᎤᏥ ᎤᏙ, ᎾᏍᎩ ᏤᎦᏈ ᎾᎥ ᏭᎷᏤ, ᎠᎴ ᎤᏪᏌᏆᎴᎴ ᎤᎲᏎ ᏅᏯ ᎠᎱᏢᏛ ᎠᏔᎴᏒᎢ, ᎠᎴ ᏚᏗᏔᏍᏔᏁ ᎠᏫ ᎴᏆᏂ ᏧᏤᎵᎦ, ᎾᏍᎩ ᎤᏥ ᎤᏙ.
Jacob kissed Rachel, and lifted up his voice, and wept.	ᏤᎦᏈᏃ ᎤᏔᏪᏙᏁ ᎴᏥᎵ, ᎠᎴ ᎠᏍᏓᏯ ᏚᏠᏱᎴᎢ.
Jacob told Rachel that he was her father's brother, and that he was Rebekah's son. She ran and told her father.	ᏤᎦᏈᏃ ᎤᏃᏁᎴ ᎴᏥᎵ ᎾᏍᎩ ᎤᏙᏓ ᎠᎾᎵᏅᏟ ᎨᏒᎢ, ᎠᎴ ᎾᏍᎩ ᎵᏇᎩ ᎤᏪᏥ ᎨᏒᎢ; ᎾᏍᎩᏃ ᏚᏍᏆᎸᏔᏁᎢ, ᎠᎴ ᎤᏙᏓ ᎤᏃᏁᎴᎢ.
It happened, when Laban heard the news of Jacob, his sister's son, that he ran to meet Jacob, and embraced him, and kissed him, and brought him to his house. Jacob told Laban all these things.	ᎯᎠᏃ ᏄᎵᏍᏔᏁᎢ, ᎾᏍᎩ ᎴᏆᏂ ᎤᏛᎦᏅ ᎠᏥᏃᎮᏍᎬ ᏤᎦᏈ, ᎤᏙ ᎤᏪᏥ, ᏚᏍᏆᎸᏔᏁ ᏚᏠᏒᏎᎢ, ᎠᎴ ᎤᏄᎶᎴᎢ, ᎠᎴ ᎤᏔᏪᏙᏁᎢ, ᎠᎴ ᎦᏁᎸ ᎤᏘᏃᎴᎢ. ᎾᏍᎩᏃ ᎤᏃᏁᎴ ᎴᏆᏂ ᏂᎦᏛ ᎯᎠ ᏄᎵᏍᏔᏂᏙᎸᎢ.
Laban said to him, "Surely you are my bone and my flesh." He lived with him for a month.	ᎴᏆᏂᏃ ᎯᎠ ᏄᏪᏎᎴᎢ, ᎤᏙᎯᏳᎯᏯ ᏂᎯ ᎠᏴ ᏗᎩᎪᎳ ᎠᎴ ᎠᏴ ᎠᎩᏇᏓᎸᎢ. ᏏᏅᏙᏃ ᎢᎪᎯᏛ ᎤᏕᏁᎴᎢ.
Laban said to Jacob, "Because you are my brother, should you therefore serve me for nothing? Tell me, what will your wages be?"	ᎴᏆᏂᏃ ᎯᎠ ᏄᏪᏎᎴ ᏤᎦᏈ, ᏗᎾᏓᏅᏟᏉᏍᎪ ᎨᏒ ᏱᏂᎦᎵᏍᏙᏗᎭ ᎠᏎᏉ ᎪᎱᏍᏗ ᏱᏍᏆᏛᏁᎭ? ᏍᎩᏃᎲᏏ ᎯᎳᎪ ᎢᎦ ᎬᎫᏴᎡᎮᏍᏗ.
Laban had two daughters. The name of the elder was Leah, and the name of the younger was Rachel.	ᎴᏆᏂᏃ ᎠᏂᏔᎵ ᏧᏪᏥ ᎠᎾᏛ ᎠᏁᎮᎢ; ᎤᏓᏂᎵᎨ ᎵᎠ ᏚᏙᎡᎢ, ᎣᏂᏃ ᎡᎯ ᎴᏥᎵ ᏚᏙᎡᎢ.
Leah's eyes were weak, but Rachel was beautiful in form and attractive.	ᎵᎠ ᏧᏐᏅ ᏗᎧᏂ ᎨᏎᎢ; ᎴᏥᎵᏍᎩᏂ ᎤᏬᏚᎯᏳ ᎠᎴ ᎣᏏᏳ ᏗᎧᏃᏗᏱ ᎨᏎᎢ.
Jacob loved Rachel. He said, "I will serve you seven years for Rachel, your younger daughter."	ᏤᎦᏈᏃ ᎴᏥᎵ ᎤᎨᏳᎯᏳ ᎨᏎᎢ; ᎯᎠᏃ ᏄᏪᏎᎢ, ᎦᎵᏉᎩ ᏧᏕᏘᏴᏛ ᎪᎱᏍᏗ ᏓᎬᏯᏛᏁᎵ ᎴᏥᎵ ᎡᎯ ᏤᏥ ᏱᏍᎩᎧᏁᎸ.
Laban said, "It is better that I give her to you, than that I should give her to another man. Stay with me."	ᎴᏆᏂᏃ ᎯᎠ ᏄᏪᏎᎢ, ᎤᏟ ᎣᏏᏳ ᏂᎯ ᏱᎬᏯᎧᏁᎸ, ᎠᏃ ᏅᏩᏓᎴ ᎠᏍᎦᏯ ᏱᏥᏯᎧᏁᎸ; ᎨᏦᎴᏍᏗᏉᎪᎦ.
Jacob served seven years for Rachel. They seemed to him but a few days, for the love he had for her.	ᏤᎦᏈᏃ ᎦᎵᏉᎩ ᏧᏕᏘᏴᏛ ᎪᎱᏍᏗ ᎤᏓᏛᏁᎴ ᎴᏥᎵ ᎠᏓᏒᎲᏍᎬᎢ; ᎢᎸᏍᎩᏉᏃ ᏧᏒᎯᏛ ᎤᏰᎸᏁᎢ, ᏂᎦᎵᏍᏙᏗᏍᎨ ᏂᎦᎥ ᎤᎨᏳᏒᎢ.
Jacob said to Laban, "Give me my wife, for my days are fulfilled, that I may go in to her."	ᏤᎦᏈᏃ ᎯᎠ ᏄᏪᏎᎴ ᎴᏆᏂ, ᏍᎩᎧᏏᏃ ᎠᏆᏓᎵᎢ, ᎿᏉᏰᏃ ᎠᎵᏍᏆᏓ ᎩᏂᏁᏨᎢ, ᎾᏍᎩᏃ ᎦᏓᏰᏒᎭ.
Laban gathered together all the men of the place, and made a feast.	ᎴᏆᏂᏃ ᏚᏪᏟᏌᏁ ᏂᎦᏛ ᎠᏂᏍᎦᏯ ᎾᎿ ᎠᏁᎯ, ᎠᎴ ᎤᏛᏅᎢᏍᏔᏁ ᏣᎦᎵᏍᏓᏴᎾᏁᏗᏱ.
