Gospel of Matthew	ᎣᏍᏛ ᎧᏃᎮᏛ ᎹᏚ ᎤᏬᏪᎳᏅᎯ
he foreseeing this spoke about the resurrection of the Christ, that neither was his soul left in Hades, nor did his flesh see decay.	ᎾᏍᎩ ᎯᎠ ᎠᏙᎴᎰᏍᎬᎢ ᏅᏧᎵᏍᏙᏔᏁᎢ, ᎦᎶᏁᏛ ᏧᎴᎯᏐᏗ ᎨᏒ ᎤᏃᎮᎴᎢ, ᎾᏍᎩ ᎤᏓᏅᏙ ᏫᏂᏓᏥᏲᎯᏎᎸᎾ ᎨᏒ ᏧᏂᏲᎱᏒᎯ ᎤᎾᏤᎵᎪᎯ, ᎠᎴ ᎾᏍᎩ ᎤᏇᏓᎵ ᏄᎪᏒᎾ ᎨᏒᎢ.
This Jesus God raised up, to which we all are witnesses.	ᎾᏍᎩ ᎯᎠ ᏥᏌ ᎤᏁᎳᏅᎯ ᏕᎤᎴᏔᏅ, ᎠᎴ ᎾᏍᎩ ᎠᏴ ᏂᎦᏛ ᎣᏥᏃᎮᏍᎩ.
Being therefore exalted by the right hand of God, and having received from the Father the promise of the Holy Spirit, he has poured out this, which you now see and hear.	ᎾᏍᎩ ᎢᏳᏍᏗ ᎤᏁᎳᏅᎯ ᎠᎦᏘᏏ ᎤᏬᏰᏂ ᎤᏩᏔᏅᎯ ᎤᏌᎳᏓᏅᎯ ᎨᏒᎢ, ᎠᎴ ᎠᎦᏴᎵᎨ ᎤᏚᎢᏍᏓᏁᎸᎯ ᎨᏒ ᏧᏁᏗᏱ ᎦᎸᏉᏗᏳ ᎠᏓᏅᏙ ᎤᏪᏐᏅᏴ ᎯᎠ ᎪᎯ ᏥᏥᎪᏩᏘᎭ ᎠᎴ ᏥᏣᏛᎩᎭ.
For David didn't ascend into the heavens, but he says himself, 'The Lord said to my Lord, "Sit by my right hand,	ᏕᏫᏰᏃ ᎥᏝ ᏳᎵᏌᎳᏓᏅ ᎦᎸᎳᏗ ᏫᏳᎶᏒ, ᎯᎠᏰᏃ ᏂᎦᏪ ᎤᏩᏒ; “ᏱᎰᏩ ᎯᎠ ᏄᏪᏎᎸ ᎤᎬᏫᏳᎯ ᎠᏆᏤᎵᎦ; ᏥᎦᏘᏏ ᎢᏗᏢ ᏦᎴᏍᏗ,
until I make your enemies a footstool for your feet."'	ᎬᏂ ᎨᏣᏍᎦᎩ ᏗᏣᎳᏏᏗᏱ ᎦᏍᎩᎶ ᏂᎦᏥᏴᏁᎸᎭ.”
"Let all the house of Israel therefore know certainly that God has made him both Lord and Christ, this Jesus whom you crucified."	ᎾᏍᎩ ᎢᏳᏍᏗ ᎾᏂᎥ ᎢᏏᎢ ᏏᏓᏁᎸᎯ ᎨᏒ ᎤᏙᎯᏳᏒ ᏩᎾᏙᎴᎰᎯ, ᎤᏁᎳᏅᎯ ᎤᎬᏫᏳᎯ ᎠᎴ ᎦᎶᏁᏛ ᏄᏩᏁᎸ ᎾᏍᎩ ᏥᏌ ᏂᎯ ᏤᏣᏛᏅᎩ.
Now when they heard this, they were cut to the heart, and said to Peter and the rest of the apostles, "Brothers, what shall we do?"	ᎿᏉᏃ ᎾᏍᎩ ᎤᎾᏛᎦᏅ ᏧᏂᎾᏫᏱ ᏚᏂᏣᏲᎴᎢ; ᎯᎠᏃ ᏂᏚᏂᏪᏎᎴ ᏈᏓ ᎠᎴ ᎠᏂᏐᎢ ᎨᏥᏅᏏᏛ; ᎢᏥᏍᎦᏯ ᎢᏓᏓᏅᏟ, ᎦᏙ ᏓᏲᏣᏛᏁᎵ?
Peter said to them, "Repent, and be baptized, every one of you, in the name of Jesus Christ for the forgiveness of sins, and you will receive the gift of the Holy Spirit.	ᏈᏓᏃ ᎯᎠ ᏂᏚᏪᏎᎴᎢ; ᏂᏥᎥ ᏗᏥᏁᏟᏴᎾ ᏕᏣᏓᏅᏛᎢ, ᎠᎴ ᏫᏕᏣᏬᏣ, ᏥᏌ ᎦᎶᏁᏛ ᏕᎤᏙᏍᏛᎢ, ᎡᏥᏙᎵᏍᏗᏱ ᎢᏥᏍᎦᏅᏨᎢ; ᎦᎸᏉᏗᏳᏃ ᎠᏓᏅᏙ ᏓᏰᏥᏁᎵ.
For the promise is to you, and to your children, and to all who are far off, even as many as the Lord our God will call to himself."	ᏂᎯᏰᏃ ᎡᏥᏚᎢᏍᏓᏁᎸᎯ ᎠᎴ ᏗᏤᏥ ᎠᎴ ᎾᏂᎥ ᎢᏅ ᏗᏁᎯ, ᎾᏍᎩ ᎾᏂᎥ ᎤᎬᏫᏳᎯ ᎤᏁᎳᏅᎯ ᎢᎦᏤᎵ ᏧᏯᏅᏗ ᎨᏒᎢ.
With many other words he testified, and exhorted them, saying, "Save yourselves from this crooked generation!"	ᎠᎴ ᎤᏣᏖ ᎤᏟ ᎢᎦᎢ ᎢᎧᏁᏨᎯ ᏚᏬᏁᏔᏁᎢ ᎯᎠ ᏄᏪᏎᎢ; ᏗᏣᎵᏏ ᎯᎠ ᏂᏚᏳᎪᏛᎾ ᎢᏯᎾᏛᏁᎯ ᏣᏁᎭ.
Then those who gladly received his word were baptized. There were added that day about three thousand souls.	ᎿᏉᏃ ᎤᏁᏨ ᎤᎵᎮᎵᏨᎯ ᏗᎬᏩᏓᏂᎸᏤᎯ ᏕᎨᎦᏬᎡᎢ, ᎾᎯᏳᏃ ᎢᎦ ᎤᏂᏁᏉᏤ ᏦᎢ ᎢᏯᎦᏴᎵ ᎢᏴᏛ.
They continued steadfastly in the apostles' teaching and fellowship, in the breaking of bread, and prayer.	ᎾᏍᎩᏃ ᎤᎵᏂᎩᏗᏳ ᏚᏂᎸᏫᏍᏓᏁᎮ ᎨᏥᏅᏏᏛ ᏓᎾᏕᏲᎲᏍᎬᎢ, ᎠᎴ ᎤᎾᎵᎪᏒᎢ, ᎠᎴ ᎦᏚ ᎠᏂᎬᎭᎷᏯᏍᎬᎢ, ᎠᎴ ᎠᎾᏓᏙᎵᏍᏗᏍᎬᎢ.
Fear came on every soul, and many wonders and signs were done through the apostles.	ᎾᏂᎥᏃ ᏴᏫ ᎤᎾᏰᎯᏍᏗᏳ ᎤᎾᏓᏅᏓᏕᎢ, ᎤᏣᏖᏃ ᏧᏓᎴᏅᏛ ᎤᏍᏆᏂᎪᏗ ᎠᎴ ᎤᏰᎸᏛ ᏚᏂᎸᏫᏍᏓᏁᎮ ᎨᏥᏅᏏᏛ.
All who believed were together, and had all things in common.	ᎾᏂᎥᏃ ᎠᏃᎯᏳᎲᏍᎩ ᎤᎾᏓᏡᎨᎢ, ᎠᎴ ᎠᏰᎵᏉ ᏄᏅᏁ ᏂᎦᎥ ᏧᎬᏩᎶᏗ ᎤᏂᎲᎢ;
They sold their possessions and goods, and distributed them to all, according as anyone had need.	ᎠᎴ ᏓᏂᎾᏕᎨ ᏚᏂᎶᎨᏒ ᎠᎴ ᏧᎬᏩᎶᏗ ᎤᏂᎲᎢ, ᎠᎴ ᏓᏂᏯᏙᎮᎮ ᎾᏂᎥ ᎾᏍᎩᏯ ᎤᏂᏂᎬᏎᎲᎢ.
Day by day, continuing steadfastly with one accord in the temple, and breaking bread at home, they took their food with gladness and singleness of heart,	ᏂᏚᎩᏨᏂᏒᏃ ᏌᏉ ᎢᎦᎦᏛ ᎠᏁᏙᎮ ᎤᏛᏅ-ᏗᎦᎳᏫᎢᏍᏗᏱ, ᎠᎴ ᎦᏚ ᎠᏂᎬᎭᎷᏯᏍᎨ ᏓᏓᏁᎳᏗᏒᎢ, ᏓᎾᎵᏍᏓᏴᎲᏍᎨ ᎠᎾᎵᎮᎵᎨ ᎠᎴ ᎤᏠᎾᏍᏗ ᏄᏓᏑᏴᎾ ᎨᏎ ᏧᏂᎾᏫᏱ,
praising God, and having favor with all the people. The Lord added to the assembly day by day those who were being saved.	ᎠᏂᎸᏉᏗᏍᎨ ᎤᏂᎳᏅᎯ, ᎠᎴ ᎾᏂᎥ ᏴᏫ ᎬᏫᏂᎨᏳᎯᏳ ᎨᏎᎢ. ᎤᎬᏫᏳᎯᏃ ᏂᏚᎩᏨᏂᏒ ᎤᎾᎵᎪᏒ ᏕᎠᎵᎪᏗᏍᎨ ᎾᏍᎩ ᎨᏥᏍᏕᎸᏗ ᎨᏒᎢ.
Chapter 3	ᎠᏯᏙᎸᎢ 3
Peter and John were going up into the temple at the hour of prayer, the ninth hour .	ᏈᏓᏃ ᎠᎴ ᏣᏂ ᎢᏧᎳᎭ ᎤᏁᏅᎭ ᎤᏛᏅ-ᏗᎦᎳᏫᎢᏍᏗᏱ, ᎠᏓᏙᎵᏍᏙᏗᏱ ᎨᏒ ᎢᏳᎢ, ᏦᎢᏁ ᎢᏳᏟᎶᏛ ᎧᎳᏩᏗᏒᎢ.
A certain man who was lame from his mother's womb was being carried, whom they laid daily at the door of the temple which is called Beautiful, to ask gifts for the needy of those who entered into the temple.	ᎩᎶᏃ ᎢᏳᏍᏗ ᎠᏍᎦᏯ ᎠᏲᎤᎵ ᏂᎨᏎ ᎤᏕᏅ-ᎠᏥᏁᎨᎢ, ᎾᏍᎩ ᏂᏚᎩᏨᏂᏒ ᎠᏂᎧᎲᏍᎨ ᎦᎶᎯᏍᏗᏳᎶᏗ ᎤᏛᏅ-ᏗᎦᎳᏫᎢᏍᏗᏱ ᎾᏍᎩ ᎦᎶᎯᏍᏗᏱ ᎤᏬᏚᎯ ᏥᏕᎤᏙᎥ, ᏧᏚᎳᏕᏗᏱ ᎤᏂᏰᎸᏎ ᎠᏂᏴᎯᎯ ᎤᏛᏅ-ᏗᎦᎳᏫᎢᏍᏗᏱ.
Seeing Peter and John about to go into the temple, he asked to receive gifts for the needy.	ᎾᏍᎩ ᏕᎤᎪᎲ ᏈᏓ ᎠᎴ ᏣᏂ ᎿᏉ ᏗᏂᏴᎵᏎ ᎤᏛᏅ-ᏗᎦᎳᏫᎢᏍᏗᏱ, ᏚᏚᎳᏕᎴᎢ.
Peter, fastening his eyes on him, with John, said, "Look at us."	ᏈᏓᏃ ᎤᏯᏅᏒᎯ ᏚᎧᎿᏁᎢ, ᎠᎴ ᎾᏍᏉ ᏣᏂ; ᏈᏓᏃ ᎯᎠ ᏄᏪᏎᎢ, ᏗᏍᎩᎾᎦᏅᎦ.
He listened to them, expecting to receive something from them.	ᏕᎤᏬᎯᏳᏁᏃ, ᎪᎱᏍᏗ ᏓᎬᎩᏁᎵ ᎡᎵᏍᎨᎢ.
But Peter said, "Silver and gold have I none, but what I have, that I give you. In the name of Jesus Christ of Nazareth, get up and walk!"	ᎿᏉᏃ ᏈᏓ ᎯᎠ ᏄᏪᏎᎢ; ᎠᏕᎸ ᎤᏂᏁᎬ ᎠᎴ ᎠᏕᎸ ᏓᎶᏂᎨ ᎥᏝ ᏱᏓᎩᎭ, ᎢᏳᏍᏗᏍᎩᏂᏃᏅ ᎠᎩᎲ ᎬᎥᏏ; ᏥᏌ ᎦᎶᏁᏛ ᎾᏎᎵᏗ ᏤᎲ ᏕᎤᏙᏍᏛ ᏔᎴᎲᎦ ᎠᎴ ᎮᏓ.
He took him by the right hand, and raised him up. Immediately his feet and his ankle bones received strength.	ᎠᎦᏘᏏᏃ ᎤᏬᏯᏁᏒ ᏕᎤᎴᏔᏁᎢ; ᎩᎳᏉᏃ ᎢᏴᏛ ᏧᎳᏏᏕᏂ ᎠᎴ ᏗᏓᏆᎵᎢ ᏧᎵᏂᎩᏗᏳ ᏂᏚᎵᏍᏔᏁᎢ.
Leaping up, he stood, and began to walk. He entered with them into the temple, walking, leaping, and praising God.	ᎾᏍᎩᏃ ᏚᎵᏔᏗᏅᏎᎢ, ᎤᎴᏁᎢ, ᎠᎴ ᎤᏪᏙᎴᎢ, ᎠᎴ ᎢᏧᎳᎭ ᏭᏂᏴᎴ ᎤᏛᏅ-ᏗᎦᎳᏫᎢᏍᏗᏱ, ᎡᏙᎮᎢ, ᎠᎴ ᏓᎵᏔᏕᎨᎢ, ᎠᎴ ᎦᎸᏉᏗᏍᎨ ᎤᏁᎳᏅᎯ.
All the people saw him walking and praising God.	ᏂᎦᏛᏃ ᏴᏫ ᎬᏩᎪᎮ ᎡᏙᎲᎢ ᎠᎴ ᎦᎸᏉᏗᏍᎬ ᎤᏁᎳᏅᎯ.
They recognized him, that it was he who used to sit begging for gifts for the needy at the Beautiful Gate of the temple. They were filled with wonder and amazement at what had happened to him.	ᎬᏬᎵᏤᏃ ᎾᏍᎩ ᎨᏒ ᎤᏚᎳᏗᏍᏗᏱ ᏧᏰᎸᏎ ᏥᎦᎲᏍᎨ ᎤᏬᏚᎯ ᎦᎶᎯᏍᏗᏱ ᎤᏛᏅ-ᏗᎦᎳᏫᎢᏍᏗᏱ. ᎤᏣᏔᏅᎯᏃ ᎤᏂᏍᏆᏂᎪᏎ ᏅᏗᎦᎵᏍᏙᏗᏍᎨ ᎾᏍᎩ ᏄᎵᏍᏓᏁᎸᎢ.
As the lame man who was healed held on to Peter and John, all the people ran together to them in the porch that is called Solomon's, greatly wondering.	ᎠᏏᏉᏃ ᎠᏥᏅᏩᏅᎯ ᎠᏲᎤᎵ ᏕᎤᏂᏴᏎ ᏈᏓ ᎠᎴ ᏣᏂ, ᏂᎦᏛ ᏴᏫ ᏕᎬᏩᏂᏔᏫᏤ ᎠᏲᏓᏝᎲᎢ ᏐᎵᎹᏅ ᎤᏤᎵ ᏥᏕᎤᏙᎥ, ᎤᏣᏔᏅᎯ ᎤᏂᏍᏆᏂᎪᏍᎨᎢ.
When Peter saw it, he responded to the people, "You men of Israel, why do you marvel at this man? Why do you fasten your eyes on us, as though by our own power or godliness we had made him walk?	ᏈᏓᏃ ᎤᏙᎴᎰᏒ ᎯᎠ ᏂᏚᏪᏎᎴ ᏴᏫ; ᎢᏥᏍᎦᏯ ᎢᏏᎵ ᏧᏪᏥ, ᎦᏙᏃ ᎢᏥᏍᏆᏂᎪᏍᎦ ᎯᎠ, ᎠᎴ ᎦᏙᏃ ᎤᏯᏅᏒᎯ ᏙᏍᎩᎾᎦᏂᎭ, ᎾᏍᎩᏯ ᎣᎩᏅᏒ ᏙᎩᎾᎵᏂᎬᎬ ᎠᎴ ᎣᏍᏙᏏᏳ ᎨᏒ ᏦᎩᏅᏔᏃᎢ ᎯᎠ ᎬᏪᏓᏍᏗ ᏥᏃᏍᏛᏁᎶᎢ.
The God of Abraham, Isaac, and Jacob, the God of our fathers, has glorified his Servant Jesus, whom you delivered up, and denied in the presence of Pilate, when he had determined to release him.	ᎤᏁᎳᏅᎯ ᎡᏆᎭᎻ ᎤᏤᎵᎦ, ᎠᎴ ᎡᏏᎩ ᎤᏤᎵᎦ, ᎠᎴ ᏤᎦᏈ ᎤᏤᎵᎦ, ᎤᏁᎳᏅᎯ ᏗᎩᎦᏴᎵᎨ ᎤᎾᏤᎵᎦ, ᎤᎸᏉᏔᏅ ᎤᏪᏥ ᏥᏌ, ᎾᏍᎩ ᏂᎯ ᏥᏕᏥᏲᏒᎩ ᎠᎴ ᏤᏣᏓᏱᎸᎩ ᎠᎦᏔᎲ ᏆᎴᏗ, ᎾᏍᎩ ᎤᏪᎪᏗᏱ ᏧᏰᎸᏒᎩ.
But you denied the Holy and Righteous One, and asked for a murderer to be granted to you,	ᎠᏎᏃ ᏂᎯ ᎡᏣᏓᏱᎸᎩ ᎾᏍᎩ ᎾᏍᎦᏅᎾ ᎠᎴ ᎤᏓᏅᏘ, ᎢᏥᏔᏲᎸᎩᏃ ᎤᏓᎸᎯ ᎡᏥᎧᏁᏗᏱ
and killed the Prince of life, whom God raised from the dead, to which we are witnesses.	ᎠᎴ ᎤᎬᏫᏳᎯ ᎬᏂᏛ ᎠᏓᏁᎯ ᎡᏥᎸᎩ, ᎾᏍᎩ ᎤᏁᎳᏅᎯ ᏕᎤᎴᏔᏅ ᎤᏲᎱᏒᎢ, ᎾᏍᎩᏃ ᎠᏴ ᎣᏍᏗᏃᎮᏍᎩ.
By faith in his name, his name has made this man strong, whom you see and know. Yes, the faith which is through him has given him this perfect soundness in the presence of you all.	ᎠᎴ ᎾᏍᎩ ᏚᏙᎥ ᎪᎯᏳᏗ ᎨᏒ ᏅᏧᎵᏍᏙᏔᏅ ᎾᏍᎩ ᏚᏙᎢ ᎤᎵᏂᎪᎯᏍᏔᏅ ᎯᎠ ᎠᏍᎦᏯ, ᎾᏍᎩ ᏤᏥᎪᏩᏘᎭ ᎠᎴ ᏤᏥᎦᏔᎭ; ᎥᎥ, ᎪᎯᏳᏗ ᎨᏒ ᎾᏍᎩ ᎤᏤᎵᎦ ᎯᎠ ᎤᏃᏍᏛᏯ ᏄᏩᏁᎸ ᎢᏥᎦᏔᎲ ᏂᎦᏛ.
"Now, brothers, I know that you did this in ignorance, as did also your rulers.	Ꭷ ᎢᏓᏓᏅᏟ ᏥᎦᏔᎭ ᏂᏥᎦᏔᎲᎾ ᎨᏒ ᏅᏧᎵᏍᏙᏔᏅ ᎾᏍᎩ ᏂᏣᏛᏁᎸᎢ, ᎠᎴ ᎾᏍᏉ ᏗᏣᏤᎵ ᎤᏂᎬᏫᏳᎯ.
But the things which God announced by the mouth of all his prophets, that Christ should suffer, he thus fulfilled.	ᎾᏍᎩᏍᎩᏂ ᎯᎠ ᏥᏄᎵᏍᏔᏅ ᎤᏁᎳᏅᎯ ᎤᎧᎵᎸ ᎾᏍᎩ ᎦᏳᎳ ᎬᏂᎨᏒ ᎢᏳᏩᏁᎸᎯ ᏥᎨᏎᎢ ᎦᎶᏁᏛ ᎤᎩᎵᏲᎢᏍᏗᏱ, ᏂᎦᏛ ᏧᏤᎵ ᎠᎾᏙᎴᎰᏍᎩ ᏗᏂᎰᎵ ᏥᏕᎬᏗᏍᎨᎢ.
"Repent therefore, and turn again, that your sins may be blotted out, so that there may come times of refreshing from the presence of the Lord,	ᎾᏍᎩ ᎢᏳᏍᏗ ᏗᏥᏁᏟᏴᎾ ᏕᏣᏓᏅᏛᎢ, ᎠᎴ ᎢᏣᎦᏔᎲᎾ, ᎤᏓᏅᎦᎸᏗᏱ ᎢᏥᏍᎦᏅᏨᎢ, ᎾᏍᎩ ᎣᏍᏛ ᎠᏓᏅᏓᏗᏍᏗ ᎨᏒ ᎤᎾᏄᎪᎢᏍᏗᏱ ᎤᎬᏫᏳᎯᏱ ᏅᏓᏳᏓᎴᏅᎯ.
and that he may send Christ Jesus, who was ordained for you before,	ᎠᎴ ᏅᏓᏳᏅᏍᏗᏱ ᏥᏌ ᎦᎶᏁᏛ, ᎾᏍᎩ ᎦᏳᎳ ᎡᏣᎵᏥᏙᏁᎸᎯ ᏥᎩ;
whom heaven must receive until the times of restoration of all things, which God spoke long ago by the mouth of his holy prophets.	ᎾᏍᎩ ᎦᎸᎳᏗ ᏭᏕᏗ ᏥᎩ ᎬᏂ ᎾᎯᏳ ᎠᎵᏱᎶᎸᎭ ᎤᏓᏁᏟᏴᏍᏗ ᎨᏒ ᏂᎦᎥᎢ, ᎾᏍᎩ ᎤᏁᎳᏅᎯ ᎤᏁᏨᎯ ᏥᎩ ᏧᏤᎵ ᎨᏥᎸᏉᏗ ᎠᎾᏙᎵᎰᏍᎩ ᏗᏂᎰᎵ ᏧᏩᏔᏅᎯ ᏥᎩ, ᎡᎶᎯ ᏧᏙᏢᏅᎢ ᏅᏓᎬᏩᏓᎴᏅᏛ.
For Moses indeed said to the fathers, 'The Lord God will raise up a prophet for you from among your brothers, like me. You shall listen to him in all things whatever he says to you.	ᎼᏏᏰᏃ ᎯᎠ ᏂᏕᎤᏪᏎᎴ ᏗᎩᏙᏓ; “ᏱᎰᏩ ᎢᏣᏁᎳᏅᎯ ᏓᏥᎾᏄᎪᏫᏎᎵ ᎠᏙᎴᎰᏍᎩ ᎢᏣᎵᏅᏟ ᎨᏒ ᏓᎦᎾᏄᎪᏥ, ᎠᏴ ᎾᏍᎩᏯᎢ; ᎾᏍᎩ ᏓᏰᏣᏛᏓᏍᏓᏁᎵ ᏂᎦᎥ ᎢᏥᏁᏤᏗ ᎨᏒᎢ.
It will be, that every soul that will not listen to that prophet will be utterly destroyed from among the people.'	ᎯᎠᏃ ᏅᏓᎦᎵᏍᏔᏂ ᎾᏍᎩ ᎩᎶ ᏂᎪᎯᏳᎲᏍᎬᎾ ᎢᎨᏎᏍᏗ ᎾᏍᎩ ᎠᏙᎴᎰᏍᎩ, ᎠᏥᏛᏙᏗ ᎠᎨᎳᏗᏍᏗ ᎨᏎᏍᏗ ᎤᏓᏑᏴ ᏴᏫ ᎠᏁᎲᎢ.”
Yes, and all the prophets from Samuel and those who followed after, as many as have spoken, they also told of these days.	ᎠᎴ ᎾᏍᏉ ᏂᎦᏛ ᎠᎾᏙᎴᎰᏍᎩ ᏌᎻ ᏅᏓᏳᏓᎴᏅᏛ, ᎾᏍᎩ ᎣᏂ ᎤᏂᎾᏄᎪᏨᎯ, ᎾᏂᎥ ᎤᏂᏬᏂᏒᎯ, ᎾᏍᏉ ᎤᏂᏁᎢᏍᏔᏅ ᎪᎯ ᎨᏒᎢ.
You are the children of the prophets, and of the covenant which God made with our fathers, saying to Abraham, 'In your seed will all the families of the earth be blessed.'	ᏂᎯ ᎠᎾᏙᎴᎰᏍᎩ ᏧᏁᏥ, ᎠᎴ ᎾᏍᏉ ᏧᏪᏥ ᎠᏚᎢᏍᏛᎢ, ᎾᏍᎩ ᎤᏁᎳᏅᎯ ᏗᎩᎦᏴᎵᎨ ᏚᏚᎢᏍᏓᏁᎸᎢ, ᎯᎠ ᏥᏄᏪᏎᎴ ᎡᏆᎭᎻ; “ᎠᎴ ᏂᎯ ᏣᏁᏢᏔᏅᎯ ᎨᏒ ᏅᏓᎦᎵᏍᏙᏔᏂ ᏄᎾᏓᎴᏒ ᏴᏫ ᎡᎶᎯ ᎠᏁᎯ ᎣᏏᏳ ᎢᏳᎾᎵᏍᏓᏁᏗ ᎨᏎᏍᏗ.”
God, having raised up his servant, Jesus, sent him to you first, to bless you, in turning away everyone of you from your wickedness."	ᎤᏁᎳᏅᎯ, ᎤᎾᏄᎪᏫᏒ ᎤᏪᏥ ᏥᏌ, ᏂᎯ ᎢᏤᎲ ᎢᎬᏱ ᎤᏅᏒᎩ ᎣᏍᏛ ᎢᏣᏛᏁᏗᏱ ᏕᏥᎦᏔᎲᏍᎬ ᏗᏥᏲᎯᏍᏗᏱ ᏂᏨᏁᎲ ᏂᏥᎥ ᎢᏥᏍᎦᏅᏨᎢ.
Chapter 4	ᎠᏯᏙᎸᎢ 4
As they spoke to the people, the priests and the captain of the temple and the Sadducees came to them,	ᎠᏏᏉᏃ ᏓᏂᏬᏁᏗᏍᎨ ᏴᏫ, ᎠᏥᎸ-ᎠᏁᎶᎯ ᎠᎴ ᎣᏍᏛ ᎢᏳᏩᎿᏕᎩ ᎤᏛᏅ-ᏗᏚᎳᏫᎢᏍᏗᏱ ᎠᎴ ᎠᏂᏌᏚᏏ ᎬᏩᏂᏃᎴᎢ;
being upset because they taught the people and proclaimed in Jesus the resurrection from the dead.	ᎤᏥᏐᏅᏤᎮ ᏅᏗᎦᎵᏍᏙᏗᏍᎨ ᏓᏁᏲᎲᏍᎬ ᏴᏫ, ᎠᎴ ᏥᏌ ᎠᏅᏗᏍᎬ ᎠᎾᎵᏥᏙᎲᏍᎬ ᎠᏲᎱᏒ ᏗᎴᎯᏐᏗ ᎨᏒᎢ.
They laid hands on them, and put them in custody until the next day, for it was now evening.	ᎠᎴ ᏕᎬᏩᏂᏂᏴᎨ ᎠᎴ ᏕᎬᏩᏂᏍᏚᏁ ᎤᎩᏨᏛ ᎢᎪᎯᏛ, ᎿᏉᏰᏃ ᎤᏒᎢ ᎨᏎᎢ.
But many of those who heard the word believed, and the number of the men came to be about five thousand.	ᎠᏎᏃ ᎤᏂᏣᏖ ᎧᏃᎮᏛ ᎤᎾᏛᎦᏅᎯ ᎤᏃᎯᏳᏁᎢ, ᎾᏍᎩᏃ ᎠᏂᏍᎦᏯ ᎯᏍᎩᎭ ᎢᏯᎦᏴᎵ ᎾᏂᎡᎢ.
It happened in the morning, that their rulers, elders, and scribes were gathered together in Jerusalem.	ᎯᎠᏃ ᏄᎵᏍᏔᏁ ᎤᎩᏨᏛ, ᎾᏍᎩ ᎤᏂᎬᏫᏳᎯ ᏧᎾᏤᎵ ᎠᎴ ᏗᏂᎳᏫᎩ ᎠᎴ ᏗᏃᏪᎵᏍᎩ,
Annas the high priest was there, with Caiaphas, John, Alexander, and as many as were relatives of the high priest.	ᎠᎴ ᎡᎾ ᏄᎬᏫᏳᏒ ᎠᏥᎸ-ᎨᎶᎯ, ᎠᎴ ᎧᏱᏆ ᎠᎴ ᏣᏂ ᎠᎴ ᎡᎵᎩ ᎠᎴ ᏂᎦᏛ ᏄᎬᏫᏳᏒ ᎠᏥᎸ-ᎨᎶᎯ ᎪᎱᏍᏗ ᏧᏩᏅ ᏚᏂᎳᏫᏤ ᏥᎷᏏᎵᎻ.
When they had stood them in the middle of them, they inquired, "By what power, or in what name, have you done this?"	ᎠᏰᎵᏃ ᏚᏂᎧᏅ ᎯᎠ ᏄᏂᏪᏎ ᏚᎾᏛᏛᏁᎢ; ᎦᎪ ᎤᎵᏂᎬᎬᎢ ᎠᎴ ᎦᎪ ᎦᏙᎥ ᎢᏍᏛᏔᏅ, ᎯᎠ ᏂᏍᏓᏛᏁᎸ?
Then Peter, filled with the Holy Spirit, said to them, "You rulers of the people, and elders of Israel,	ᎿᏉᏃ ᏈᏓ ᎤᎧᎵᏨᎯ ᎨᏎ ᎦᎸᏉᏗᏳ ᎠᏓᏅᏙ, ᎯᎠ ᏂᏚᏪᏎᎴᎢ; ᎢᏥᎬᏫᏳᎯ ᏴᏫ ᏧᎾᏤᎵᎦ ᎠᎴ ᎢᏏᎵ ᏗᏥᎳᏫᏤᎯ,
if we are examined today concerning a good deed done to a crippled man, by what means this man has been healed,	ᎢᏳᏃ ᎣᏍᏛ ᏃᏍᏓᏛᏁᎸᎢ ᎯᎠ ᎠᏲᎤᎵ ᎠᏍᎦᏯ, ᎢᏳᏍᏗ ᎬᏔᏅᎯ ᎨᏒ ᎠᏥᏅᏩᏅᎢ ᏅᏗᎦᎵᏍᏙᏗᏍᎨᏍᏗ ᎪᎯ ᎢᎦ ᎢᎣᎩᎾᎵᏱᎵᏕᎮᏍᏗ,
be it known to you all, and to all the people of Israel, that in the name of Jesus Christ of Nazareth, whom you crucified, whom God raised from the dead, in him does this man stand here before you whole.	ᎢᏥᎦᏔᎮᏍᏗ ᏂᎦᏛ, ᎠᎴ ᏂᎦᏛ ᎢᏏᎵ ᎠᏁᎯ ᎠᏂᎦᏔᎮᏍᏗ ᎾᏍᎩ ᏕᎤᏙᎥ ᏥᏌ ᎦᎶᏁᏛ ᎾᏎᎵᏗ ᏤᎲᎩ, ᎾᏍᎩ ᏓᏓᎿᏩᏍᏛ ᏤᏣᏛᏅᎩ, ᎤᏁᎳᏅᎯ ᏥᏕᎤᎴᏔᏅ ᎤᏲᎱᏒᎢ, ᎾᏍᎩ ᏄᏩᏂᏌᏅ ᎯᎠ ᎠᏍᎦᏯ ᎤᏗᏩᏒᎯ ᏥᎦᏙᎦ ᏕᏥᎧᏅᎢ.
He is 'the stone which was regarded as worthless by you, the builders, which has become the head of the corner.'	ᎾᏍᎩᏍᎩᏂ ᎯᎠ ᏅᏯ ᏥᏥᏲᎢᏎᎸᎩ ᏗᏣᏁᏍᎨᏍᎩ; ᎾᏍᎩ ᎤᏅᏏᏴ ᏄᎬᏫᏳᏒ ᎠᏗ ᏥᏄᎵᏍᏔᏅ.
